Conversation ID,Original Project,Predicted Project,Confidence,Reason,Timestamp
"1763203501268-6iy8aax3e","uncategorized","uncategorized",0,"会話内容が空のため、プロジェクトを特定することができません (AI-powered)","2025-11-15T10:45:04.486Z"
"1763203501268-djo4oacse","uncategorized","uncategorized",0.9,"会話内容が日付のみで、プロジェクトを特定できる具体的な情報や文脈が不足しているため (AI-powered)","2025-11-15T10:45:08.432Z"
"1763203501268-ec7nsp2yu","uncategorized","uncategorized",1,"会話内容が提供されていないため、プロジェクトの判定ができません (AI-powered)","2025-11-15T10:45:12.289Z"
"1763203501268-q25lvk00i","uncategorized","uncategorized",0.9,"会話内容が「【Cursor会話履歴 - 自動同期】」というヘッダーのみで、具体的な技術的内容や機能に関する情報が含まれていないため、特定のプロジェクトに分類できません。 (AI-powered)","2025-11-15T10:45:16.795Z"
"1763203501268-1s6odu0nl","uncategorized","uncategorized",0.9,"会話内容が提供されておらず、同期日時のみの情報では特定のプロジェクトを判定できないため (AI-powered)","2025-11-15T10:45:21.560Z"
"1763203501268-2eql47kto","uncategorized","uncategorized",0.9,"「新規メッセージ: 1159件」という情報のみでは、jarvis、checkie、musubiのいずれのプロジェクトに関連するかを特定する具体的な手がかりがないため (AI-powered)","2025-11-15T10:45:26.175Z"
"1763203501268-gprjp8non","uncategorized","uncategorized",0.1,"会話の具体的な内容が提供されていないため、プロジェクトの特定が不可能 (AI-powered)","2025-11-15T10:45:32.124Z"
"1763203501268-195hvyjda","uncategorized","uncategorized",1,"会話内容が提供されていないため、プロジェクトの判定ができません (AI-powered)","2025-11-15T10:45:35.916Z"
"1763203501268-pjop38z85","uncategorized","uncategorized",1,"会話内容が存在しないため、プロジェクトを特定できません (AI-powered)","2025-11-15T10:45:39.763Z"
"1763203501268-my9slxgrp","uncategorized","uncategorized",0.9,"ユーザーは分析対象となる具体的な会話内容を提供していない。質問はプロジェクト判定の手順説明のみで、特定のプロジェクトに関連する技術的な内容や機能について言及していないため。 (AI-powered)","2025-11-15T10:45:44.658Z"
"1763203501268-x52dc3ilb","uncategorized","uncategorized",0.9,"会話内容が日時情報のみで、プロジェクトを特定できる具体的な内容や文脈が含まれていないため (AI-powered)","2025-11-15T10:45:48.859Z"
"1763203501268-wdhsklywb","uncategorized","uncategorized",0.9,"会話内容が「＃結論」という見出しのみで、具体的な内容や文脈が不明なため、どのプロジェクトにも分類できない (AI-powered)","2025-11-15T10:45:53.116Z"
"1763203501268-oioerhjps","uncategorized","uncategorized",0.8,"個人向け財務諸表自動生成サービスという新しいビジネスアイデアの提案で、既存のプロジェクト（jarvis、checkie、musubi）のいずれにも明確に該当しない独立した新規プロジェクト案件と判断される (AI-powered)","2025-11-15T10:45:58.667Z"
"1763203501268-g836tp70t","uncategorized","uncategorized",0.9,"会話内容が「＃詳細」のみで、具体的な情報が不足しているため、どのプロジェクトに分類すべきか判断できません。 (AI-powered)","2025-11-15T10:46:02.506Z"
"1763203501268-k2rtrhclm","uncategorized","uncategorized",0.9,"会話内容が「以下の2つの要望を満たしてほしいです。」で終わっており、具体的な要望内容が示されていないため、どのプロジェクトに該当するか判定できません。 (AI-powered)","2025-11-15T10:46:06.861Z"
"1763203501268-jfpracibh","uncategorized","uncategorized",0.9,"会話内容が一般的な質問の促しのみで、特定のプロジェクトに関する具体的な情報や機能について言及されていないため (AI-powered)","2025-11-15T10:46:10.964Z"
"1763203501268-ryr75ko75","uncategorized","uncategorized",1,"会話内容が「【要望】」という見出しのみで、具体的な内容が記載されていないため、どのプロジェクトにも分類できません。 (AI-powered)","2025-11-15T10:46:15.198Z"
"1763203501268-qsna1gthd","uncategorized","uncategorized",0.8,"「目的を反映したUIや使い勝手」という内容は汎用的すぎて、特定のプロジェクトを判定するには情報が不足している。どのプロジェクトにも該当する可能性があるため、uncategorizedが最適 (AI-powered)","2025-11-15T10:46:19.574Z"
"1763203501268-e4b414iis","uncategorized","jarvis",0.85,"個人の資産管理と意思決定支援、人生目標達成の効率化を目的としたパーソナルツールの開発について言及しており、AI アシスタント的な総合的サポートシステムの性質を持つjarvისプロジェクトに最も適合する (AI-powered)","2025-11-15T10:46:25.382Z"
"1763203501268-lju2b9qfa","uncategorized","uncategorized",0.7,"資産状況や推移の可視化に関する要求ですが、プロジェクト名だけでは具体的な機能や目的が不明なため、どのプロジェクトに該当するかを特定できません。 (AI-powered)","2025-11-15T10:46:29.684Z"
"1763203501268-sihup9oa8","uncategorized","uncategorized",1,"会話内容が提供されていないため、プロジェクトの判定ができません (AI-powered)","2025-11-15T10:46:33.516Z"
"1763203501268-ep6frfbug","uncategorized","uncategorized",1,"会話内容が提供されていないため、プロジェクトの判定ができません (AI-powered)","2025-11-15T10:46:37.856Z"
"1763203501268-w33swlu41","uncategorized","uncategorized",0.95,"会話内容が日時情報のみで、プロジェクトを特定できる具体的な内容や文脈が含まれていないため (AI-powered)","2025-11-15T10:46:42.138Z"
"1763203501268-bjejzcxqe","uncategorized","uncategorized",0.95,"会話内容が「素晴らしいアイデアですね！」という一般的な感想のみで、特定のプロジェクトに関連する具体的な情報や技術的な内容が含まれていないため (AI-powered)","2025-11-15T10:46:46.590Z"
"1763203501268-wlbfxp1i6","uncategorized","uncategorized",0.8,"個人向け財務諸表自動生成サービスという新しいサービス概念の説明であり、既存のプロジェクト（jarvis、checkie、musubi）のいずれにも明確に該当しない内容のため (AI-powered)","2025-11-15T10:46:51.137Z"
